"","HSIC_cl","HSIC_cat","HSIC_mean"
"1",0.0450185885760626,0.203627178515541,0.0487910507377339
"2",0.00472245238584446,0.158544205484993,0.362600229174288
"3",0.157575152344919,0.530984532695856,0.443540668239962
"4",0.0185410686686223,0.0323975129976766,0.059335272295219
"5",0.00945901103555835,0.0367118740693851,0.0141137207342641
"6",0.37639888395894,0.142058498399315,0.857208135057151
"7",0.154016736596048,0.220965281539825,0.17912452389032
"8",0.138358966560723,0.110934774900965,0.0191656072152449
"9",0.0676072690180178,0.43698536185775,0.32286058378928
"10",0.122172444541123,0.240593426733902,0.415467699439911
"11",0.044669329505326,0.0655039484813498,0.0863474612348354
"12",0.0412381150347996,0.501221606569028,0.332349196643402
"13",0.00781199454491155,0.124639760339152,0.0446508205427513
"14",0.184112504554881,0.50337074124757,0.598556385593457
"15",0.0462334493214371,0.119786041600665,0.0744435673626757
"16",0.000389642151342295,0.00173111786427493,0.000197241776506374
"17",0.218484243679653,0.450063340396234,0.378434891065611
"18",0.52969230714286,0.223161056952102,0.499473525737992
"19",0.448211193698501,0.463299416004351,0.49924969984611
"20",0.439790267241781,0.330680583345037,0.368727005503324
"21",0.757358899297268,0.641754516153802,0.890494561597085
"22",0.52719238319925,0.544060134833654,0.81446267593292
"23",0.106619462318081,0.567354247998091,0.253552562767037
"24",0.0808597603948387,0.353976330709239,0.248573855806338
"25",0.053790437287963,0.376959050232528,0.238977715229737
"26",0.0149206031323249,0.140147324930483,0.127334121514849
"27",0.30554456409124,0.618377198313238,0.548746224210824
"28",0.00377982805163979,0.12811883291628,0.0540884243915073
"29",0.0310236423162169,0.0506017004302819,0.0348392917230088
"30",0.354358082026757,0.580170350129069,0.692373574468963
"31",0.0424946899074539,0.0582264355744733,0.117640157465038
"32",0.0556419912816207,0.33889492324715,0.10857264967144
"33",0.401783617049821,0.174651411279941,0.595554352883992
"34",0.922682328758661,0.973474932158189,0.949562593202495
"35",0.658920510344766,0.752069982418677,0.495402401010635
"36",0.412419307893864,0.223902084389942,0.85365539054787
"37",0.584406069716848,0.813898957523639,0.684928413534198
"38",0.0101556225799353,0.0202816037340623,0.115321482981656
"39",0.0510561731689219,0.196878766955258,0.17634312489543
"40",0.00818832476038445,0.10586024311805,0.155761610883713
"41",0.204367699246714,0.217289632240365,0.10652083886926
"42",0.602222022544463,0.43656575693728,0.377752570948334
"43",0.000281365486322072,0.0303655363413433,0.0145779159319915
"44",0.101280204146853,0.156888394242563,0.356321977625125
"45",0.326556246672326,0.415581528907664,0.226895641991505
"46",0.433803270567487,0.107197527731475,0.701123109588701
"47",0.213434881154054,0.636013437578291,0.364918872707376
"48",0.0755519329956338,0.176109824442274,0.282054525735704
"49",0.350726650478026,0.924771408633602,0.745677299911115
"50",0.0826465577797135,0.208479875321832,0.158523535170183
